Conversion_ID,Customer_ID,Campaign_ID,Conversion_Date,Revenue
21120,43436,231,2024-12-10,244.63
21121,13735,30,2024-10-18,408.79
21122,44357,49,2024-01-04,64.0
21123,48165,160,2025-12-04,359.38
21124,4283,15,2024-02-29,492.61
21125,37245,126,2025-07-31,126.91
21126,20831,124,2024-07-17,147.61
21127,45054,80,2025-03-19,461.49
21128,7696,8,2025-05-08,201.72
21129,1983,190,2024-09-02,262.68
21130,49401,229,2025-02-21,341.74
21131,3706,291,2024-01-08,363.37
21132,30822,72,2025-02-18,299.95
21133,41086,91,2024-08-11,443.39
21134,4723,16,2025-08-20,293.85
21135,27746,118,2024-10-03,309.96
21136,49205,284,2025-11-19,935.99
21137,1258,295,2024-04-15,1434.71
21138,32636,176,2025-05-06,235.33
21139,25737,47,2024-10-14,356.53
21140,4909,220,2025-11-26,710.88
21141,27480,253,2025-11-29,321.24
21142,8354,139,2024-09-07,141.91
21143,40407,208,2024-10-10,120.56
21144,27762,208,2025-02-10,195.82
21145,29725,226,2024-12-23,225.66
21146,42561,73,2025-04-25,80.59
21147,27632,21,2024-08-20,240.23
21148,31803,21,2025-03-17,353.12
21149,1655,204,2024-10-17,600.02
21150,36338,167,2024-08-02,178.88
21151,29413,162,2025-11-28,387.09
21152,12079,41,2025-09-22,497.21
21153,4669,62,2025-03-15,481.97
21154,5018,235,2025-02-03,284.23
21155,11247,158,2025-12-15,379.22
21156,35435,147,2025-03-01,287.11
21157,19291,190,2025-09-21,145.24
21158,32321,197,2024-03-27,456.16
21159,12768,223,2025-07-17,151.41
21160,19700,276,2024-04-19,440.84
21161,39799,205,2024-12-19,158.73
21162,37245,140,2025-07-23,160.63
21163,11925,281,2025-06-18,420.01
21164,526,286,2025-04-05,571.45
21165,21314,71,2025-05-10,275.22
21166,27276,75,2025-11-25,59.9
21167,40777,259,2024-10-18,181.35
21168,26977,38,2025-12-20,188.35
21169,28000,73,2024-10-06,366.31
21170,15757,176,2024-04-05,264.41
21171,25221,269,2024-08-22,264.62
21172,33692,195,2025-11-25,452.31
21173,25998,256,2024-11-04,319.59
21174,37864,268,2025-09-01,754.2
21175,4703,109,2025-05-17,252.84
21176,41355,243,2025-03-17,1426.2
21177,17654,18,2024-01-08,296.9
21178,37961,285,2024-08-17,435.19
21179,24569,214,2025-02-12,81.81
21180,28873,55,2025-06-21,561.31
21181,33932,272,2024-11-24,71.9
21182,129,111,2025-08-15,758.0
21183,42565,142,2024-02-06,1265.81
21184,32863,211,2024-11-05,164.63
21185,14077,26,2025-12-23,493.89
21186,31193,82,2024-03-13,437.35
21187,34694,253,2025-10-02,214.84
21188,27157,164,2025-04-16,389.9
21189,24199,104,2024-01-20,587.35
21190,8560,130,2024-02-17,413.35
21191,39260,288,2024-01-30,139.44
21192,22247,145,2024-03-28,191.1
21193,17019,142,2025-01-22,753.57
21194,13842,291,2024-11-09,460.79
21195,12623,198,2024-10-10,427.03
21196,46843,289,2024-06-13,65.3
21197,30808,148,2024-01-23,292.55
21198,42429,99,2025-01-27,282.66
21199,3257,206,2024-08-28,98.75
21200,4686,35,2025-02-23,521.32
21201,36967,217,2024-06-19,476.84
21202,18898,125,2025-09-12,234.95
21203,14050,147,2024-06-01,262.92
21204,14221,112,2024-01-31,314.45
21205,21818,276,2024-04-26,226.24
21206,46901,192,2024-01-19,441.68
21207,43377,173,2024-04-27,349.7
21208,45216,243,2024-11-09,182.98
21209,47972,26,2024-05-24,420.15
21210,9950,22,2024-06-23,157.69
21211,37463,251,2024-02-14,241.73
21212,35129,157,2024-04-27,400.32
21213,19984,206,2025-12-18,496.13
21214,7808,275,2025-07-26,534.9
21215,16459,5,2024-09-01,423.11
21216,8076,175,2024-12-18,899.41
21217,28670,153,2024-12-02,474.76
21218,43177,263,2024-12-08,155.33
21219,39809,295,2024-07-21,642.68
21220,37648,156,2025-08-19,460.77
21221,48821,55,2024-03-17,228.75
21222,1011,167,2024-02-12,714.92
21223,36264,235,2025-01-29,416.95
21224,10272,6,2024-03-29,927.48
21225,17212,99,2025-12-05,331.3
21226,31027,18,2024-04-11,453.05
21227,20658,100,2024-11-14,161.89
21228,26553,154,2024-12-21,556.13
21229,4198,277,2024-01-01,344.91
21230,10501,267,2024-04-22,986.16
21231,1195,74,2024-10-13,144.41
21232,257,49,2024-01-13,440.79
21233,45022,105,2025-03-03,677.14
21234,12792,226,2025-05-11,326.82
21235,19759,184,2024-03-16,224.16
21236,19695,199,2024-03-18,968.57
21237,41453,171,2024-08-12,430.04
21238,1298,175,2025-01-23,409.49
21239,36678,215,2024-07-29,180.54
21240,6103,281,2024-02-21,245.52
21241,34314,50,2024-05-17,120.52
21242,37962,208,2024-11-18,642.74
21243,9233,119,2025-09-14,843.47
21244,6510,218,2024-10-14,377.21
21245,9989,91,2025-01-09,469.07
21246,48553,216,2024-03-22,170.67
21247,17382,272,2024-11-14,851.45
21248,10026,240,2024-12-12,258.47
21249,32463,276,2024-07-15,840.39
21250,3394,72,2025-01-25,300.06
21251,4088,209,2024-04-27,466.98
21252,20403,118,2025-07-23,540.14
21253,15816,271,2025-11-09,59.96
21254,30063,242,2024-07-17,456.75
21255,34955,90,2024-09-21,481.98
21256,26098,278,2024-06-07,228.06
21257,31722,42,2025-07-29,403.85
21258,23539,253,2024-01-31,406.51
21259,937,255,2025-05-26,485.12
21260,41367,46,2025-09-21,338.02
21261,38238,97,2025-01-28,55.09
21262,32759,125,2025-09-19,413.66
21263,10260,254,2024-07-10,213.49
21264,37488,86,2025-04-26,675.43
21265,8471,124,2024-06-26,132.99
21266,46246,123,2025-05-01,214.01
21267,16138,262,2024-10-11,316.45
21268,4128,31,2024-02-19,533.05
21269,13898,256,2025-09-01,234.72
21270,19583,59,2024-12-17,260.09
21271,19222,257,2025-04-18,47.73
21272,39022,41,2025-07-26,41.86
21273,39572,130,2025-01-22,254.79
21274,36570,15,2025-03-08,155.28
21275,40501,176,2025-01-01,51.69
21276,19740,52,2025-08-05,423.91
21277,39493,241,2025-05-10,44.23
21278,33734,273,2025-07-22,292.69
21279,12158,300,2025-09-02,429.41
21280,12078,213,2025-02-10,520.84
21281,45908,271,2025-05-27,136.28
21282,15664,53,2024-04-18,767.77
21283,6994,281,2025-04-06,294.35
21284,41826,214,2024-09-04,336.31
21285,10942,202,2025-01-25,38.37
21286,4358,175,2025-08-28,418.85
21287,16720,7,2025-03-16,624.49
21288,25252,65,2025-11-14,42.18
21289,24019,234,2024-12-01,364.0
21290,11454,159,2025-02-17,122.75
21291,45761,236,2024-07-18,142.11
21292,46222,198,2024-02-29,177.96
21293,25811,166,2025-06-15,118.36
21294,11114,103,2025-05-14,399.51
21295,5818,37,2025-01-01,407.14
21296,26272,78,2024-04-17,547.04
21297,47890,112,2024-04-07,1024.07
21298,49959,191,2024-12-01,473.59
21299,32778,103,2025-12-30,394.39
21300,23831,299,2025-05-20,437.73
21301,36915,111,2025-08-23,639.48
21302,23914,87,2025-01-10,212.97
21303,16676,160,2025-05-27,138.41
21304,38443,121,2025-02-24,113.76
21305,12366,189,2024-09-14,59.47
21306,13943,213,2024-08-10,284.31
21307,25035,279,2025-06-14,109.83
21308,11711,31,2024-09-26,461.23
21309,20831,261,2024-05-12,367.34
21310,45029,221,2024-12-06,167.16
21311,13792,241,2024-03-21,57.44
21312,20117,148,2025-04-06,369.92
21313,4377,163,2025-01-10,443.37
21314,6972,167,2025-04-21,335.98
21315,45318,269,2025-09-30,857.47
21316,29200,266,2025-01-10,280.86
21317,21454,144,2024-05-21,610.43
21318,3479,64,2024-06-26,249.78
21319,32891,8,2025-06-23,1200.51
21320,22015,194,2025-07-25,706.14
21321,25172,176,2024-06-23,239.11
21322,37125,26,2025-09-08,109.67
21323,1149,167,2025-07-26,567.05
21324,32674,179,2024-09-05,224.14
21325,21773,255,2024-08-19,245.65
21326,47986,243,2024-01-01,243.76
21327,19252,197,2025-12-11,695.38
21328,34776,213,2024-10-20,133.49
21329,49418,128,2025-09-25,850.81
21330,37135,156,2025-07-30,347.82
21331,718,68,2025-01-29,83.86
21332,5866,257,2024-02-21,56.98
21333,14992,77,2025-11-15,435.4
21334,18471,250,2024-04-29,221.98
21335,17043,170,2025-10-02,198.06
21336,18006,249,2025-03-31,383.94
21337,3920,299,2024-06-19,480.27
21338,16356,202,2025-12-25,395.69
21339,17979,292,2025-11-21,169.53
21340,36492,7,2024-12-25,399.05
21341,794,126,2025-09-18,298.86
21342,38529,172,2024-02-06,329.87
21343,42697,176,2025-10-17,128.23
21344,19617,30,2025-07-22,518.26
21345,8282,262,2025-08-02,616.63
21346,405,184,2024-02-12,747.7
21347,36421,95,2025-12-23,87.24
21348,4096,171,2025-03-28,347.67
21349,19810,236,2025-08-01,1400.73
21350,25724,251,2024-07-17,63.0
21351,11943,227,2025-12-06,641.2
21352,28709,121,2025-03-31,40.74
21353,49349,221,2025-03-19,607.88
21354,29355,82,2025-11-08,283.07
21355,8087,55,2024-01-16,997.5
21356,5286,97,2025-02-25,528.25
21357,38285,296,2025-02-01,740.15
21358,9144,144,2025-06-05,399.31
21359,6555,30,2024-08-04,55.36
21360,15780,235,2025-12-22,32.19
21361,23547,165,2024-08-16,355.38
21362,33093,224,2024-09-19,402.27
21363,28464,154,2024-12-31,363.84
21364,6920,56,2025-04-13,48.78
21365,41042,236,2025-06-26,371.39
21366,27855,152,2025-04-12,576.19
21367,5916,195,2024-07-04,123.75
21368,37061,19,2024-04-03,197.83
21369,20423,276,2025-03-18,227.2
21370,6166,234,2024-06-10,130.65
21371,11703,24,2024-09-07,983.7
21372,21582,22,2025-05-15,673.2
21373,20413,287,2025-09-23,205.85
21374,32423,45,2025-02-06,202.49
21375,45353,190,2024-09-21,74.86
21376,33860,210,2024-06-07,147.82
21377,40420,203,2024-09-04,78.48
21378,20233,214,2025-04-28,41.98
21379,24950,243,2024-07-06,211.82
21380,12182,24,2024-08-12,1739.99
21381,211,38,2025-04-28,229.07
21382,20641,160,2024-01-10,46.84
21383,21791,101,2024-11-13,857.3
21384,22950,276,2024-02-02,305.06
21385,32853,36,2024-11-06,286.86
21386,19727,141,2024-08-26,192.99
21387,13170,291,2025-08-16,2321.61
21388,40921,274,2025-10-24,753.96
21389,47060,288,2025-09-26,173.59
21390,8666,263,2025-03-24,281.78
21391,372,102,2025-04-16,142.29
21392,36985,24,2025-12-30,1562.88
21393,17803,251,2024-02-11,369.12
21394,49175,241,2024-04-01,413.29
21395,19347,55,2025-01-04,509.93
21396,10596,6,2025-06-12,243.67
21397,18146,142,2025-11-14,615.36
21398,12199,190,2024-09-19,77.94
21399,944,214,2024-01-08,686.57
21400,8554,94,2024-04-25,257.52
21401,45249,22,2024-07-02,531.36
21402,30466,251,2025-05-20,155.26
21403,13130,248,2025-12-18,315.3
21404,19292,52,2024-08-17,227.85
21405,16634,251,2024-02-09,739.81
21406,27385,115,2024-06-13,350.01
21407,8096,21,2024-12-30,120.55
21408,18144,82,2024-05-16,247.66
21409,24783,248,2024-05-06,457.79
21410,36583,63,2024-11-20,194.41
21411,45898,85,2025-10-12,113.09
21412,16677,221,2024-03-24,386.2
21413,41268,137,2024-01-05,993.05
21414,20057,14,2025-06-24,889.84
21415,36725,49,2024-05-10,394.82
21416,3657,119,2024-04-18,469.14
21417,42529,167,2025-11-23,179.02
21418,16960,283,2024-04-26,601.16
21419,37829,37,2025-05-25,52.73
21420,27428,64,2024-01-23,419.33
21421,26793,274,2024-12-30,2279.62
21422,7629,96,2025-07-28,641.27
21423,1015,106,2025-03-15,144.9
21424,12118,165,2024-11-21,141.24
21425,1141,288,2024-10-13,381.28
21426,28049,16,2024-06-10,256.92
21427,6987,266,2024-08-09,258.65
21428,14560,82,2024-06-12,392.17
21429,39849,197,2025-12-26,71.14
21430,46560,110,2025-02-14,484.65
21431,1694,84,2025-07-12,271.69
21432,48646,264,2024-12-07,120.86
21433,43384,229,2024-10-07,95.25
21434,1832,252,2024-02-28,386.18
21435,12470,95,2025-04-05,415.73
21436,1103,140,2024-03-15,918.13
21437,2585,277,2024-09-15,109.9
21438,31782,242,2024-05-18,104.56
21439,4796,130,2025-10-06,575.2
21440,47254,224,2024-01-29,429.96
21441,1687,53,2025-03-26,2315.62
21442,49157,290,2024-07-29,569.2
21443,44557,52,2024-11-25,840.26
21444,23451,73,2024-12-02,133.5
21445,29389,266,2025-09-02,648.53
21446,5224,200,2024-03-19,399.19
21447,20759,83,2025-03-10,107.99
21448,15236,5,2025-10-16,483.29
21449,23021,54,2024-10-05,184.91
21450,40023,2,2024-10-23,424.64
21451,13987,140,2025-08-07,438.87
21452,35777,28,2025-08-06,485.62
21453,32335,274,2024-03-10,476.13
21454,34081,185,2024-04-04,250.75
21455,19103,287,2024-12-23,672.82
21456,15682,146,2024-09-24,418.18
21457,39504,64,2024-03-10,385.81
21458,48770,141,2025-02-16,152.18
21459,25332,142,2024-09-22,573.52
21460,36873,84,2024-12-22,143.91
21461,8245,187,2025-01-17,653.51
21462,33818,151,2025-12-26,1813.55
21463,40562,149,2025-02-15,182.41
21464,26167,229,2024-04-14,294.22
21465,33740,299,2025-03-24,47.71
21466,42615,283,2025-09-09,36.79
21467,22979,149,2024-05-08,467.03
21468,8977,89,2024-03-20,639.31
21469,4543,166,2024-04-04,101.61
21470,40832,133,2025-12-04,98.24
21471,34129,93,2025-02-22,537.55
21472,14389,197,2024-05-07,371.64
21473,21577,106,2024-02-04,897.49
21474,19756,141,2025-01-05,336.69
21475,49492,167,2024-12-13,300.67
21476,32056,181,2025-10-09,199.42
21477,23677,46,2025-03-18,395.49
21478,14379,252,2024-05-09,984.12
21479,12512,280,2024-05-03,516.61
21480,19609,108,2024-02-21,255.9
21481,29776,157,2025-04-20,31.82
21482,23157,128,2025-10-26,613.11
21483,32404,272,2024-10-17,362.37
21484,38325,293,2025-10-04,397.6
21485,43672,130,2024-06-18,381.57
21486,33760,291,2024-02-09,546.67
21487,8371,213,2025-06-25,542.4
21488,25039,118,2024-09-07,382.2
21489,532,131,2025-03-20,388.29
21490,22673,162,2025-05-31,67.45
21491,49797,120,2024-10-14,887.59
21492,14532,52,2024-06-22,138.59
21493,9816,22,2024-06-24,244.62
21494,30643,36,2024-09-20,223.71
21495,8898,29,2024-06-26,810.29
21496,9645,238,2024-03-25,491.41
21497,29803,211,2025-09-14,305.86
21498,26189,247,2025-12-26,55.05
21499,35862,38,2025-07-22,38.95
21500,34397,58,2024-07-18,710.64
21501,43546,149,2024-03-15,462.54
21502,16876,257,2025-09-26,118.95
21503,37588,270,2025-09-13,755.18
21504,5021,48,2025-02-23,410.54
21505,6333,209,2024-12-17,421.67
21506,27742,150,2025-04-23,37.33
21507,35019,222,2024-07-26,363.38
21508,16256,195,2024-04-15,209.59
21509,24372,91,2024-10-05,382.08
21510,9583,297,2024-05-08,312.3
21511,32525,76,2024-02-24,197.42
21512,3447,172,2024-06-22,593.58
21513,19426,131,2025-05-17,76.88
21514,9536,204,2025-03-16,980.98
21515,42008,65,2024-09-09,98.6
21516,3354,292,2025-07-25,239.23
21517,26899,45,2024-08-23,336.13
21518,46695,236,2024-01-01,339.98
21519,40344,229,2024-12-25,1569.89
21520,2034,276,2024-02-20,634.8
21521,27485,51,2025-07-14,172.33
21522,43042,138,2025-08-04,145.82
21523,19854,125,2025-05-13,169.46
21524,26971,219,2025-06-09,867.52
21525,38710,48,2024-05-20,328.99
21526,4876,17,2024-05-06,23.04
21527,39345,104,2024-05-08,621.57
21528,47703,190,2025-04-25,951.59
21529,42572,288,2025-08-09,2235.03
21530,42120,219,2025-03-24,276.69
21531,4145,92,2025-08-07,53.15
21532,9789,294,2025-12-24,110.17
21533,22523,223,2024-12-05,47.29
21534,31185,117,2024-10-09,494.18
21535,45117,185,2025-07-28,74.16
21536,46016,272,2024-06-22,187.42
21537,47255,288,2025-01-17,256.71
21538,27661,261,2025-02-23,37.9
21539,8062,84,2025-11-16,284.3
21540,29499,205,2025-01-23,279.99
21541,35684,277,2025-03-15,286.23
21542,40820,258,2025-06-28,307.45
21543,38585,217,2024-06-13,333.36
21544,35283,270,2025-04-17,337.96
21545,43172,188,2024-01-18,179.93
21546,24077,161,2025-06-05,181.08
21547,46918,98,2025-01-08,361.96
21548,45670,141,2024-04-23,57.02
21549,3769,257,2024-06-14,485.14
21550,121,218,2025-04-22,391.3
21551,18978,280,2024-11-03,506.17
21552,32543,198,2025-04-04,372.19
21553,36346,277,2025-01-21,471.93
21554,19202,21,2025-11-01,290.85
21555,15031,67,2024-09-05,159.85
21556,14429,209,2025-04-10,155.37
21557,23567,141,2024-10-18,271.59
21558,30034,283,2024-04-21,223.67
21559,41215,22,2025-07-29,977.9
21560,35415,85,2025-07-04,415.78
21561,12986,238,2024-08-21,472.77
21562,27908,180,2025-12-10,539.73
21563,19568,40,2024-05-18,336.97
21564,8212,192,2025-02-20,608.05
21565,27019,269,2025-04-30,491.72
21566,3876,11,2025-06-25,416.19
21567,44382,150,2025-01-18,844.64
21568,3127,53,2024-09-20,259.93
21569,3329,124,2024-08-08,572.13
21570,45234,250,2025-07-07,123.0
21571,48368,236,2024-08-23,483.76
21572,2134,209,2024-03-10,279.2
21573,19458,74,2025-06-14,351.15
21574,27731,243,2024-03-03,66.99
21575,18984,275,2025-09-10,367.69
21576,5460,96,2024-12-02,622.3
21577,3449,246,2024-09-02,268.13
21578,45917,7,2024-07-21,2340.71
21579,396,156,2025-07-17,319.33
21580,39218,267,2025-04-26,108.59
21581,46084,233,2024-09-04,483.02
21582,48507,205,2024-03-02,25.18
21583,38846,291,2024-05-13,84.55
21584,6123,45,2024-01-31,48.75
21585,14058,260,2024-01-13,471.59
21586,41769,179,2024-09-28,355.47
21587,48598,83,2024-06-28,39.63
21588,1840,16,2024-12-15,28.85
21589,37256,282,2024-02-25,712.95
21590,41771,50,2024-05-28,421.3
21591,32016,3,2025-06-19,476.28
21592,1113,226,2024-03-13,487.94
21593,22151,246,2024-08-27,765.72
21594,17638,284,2025-06-24,498.77
21595,28489,200,2025-09-08,2190.2
21596,2280,199,2025-11-07,30.11
21597,18403,20,2024-06-22,943.95
21598,46195,239,2024-10-23,290.2
21599,49156,136,2025-05-17,521.94
21600,35574,94,2025-02-26,328.46
21601,24584,44,2025-08-04,101.8
21602,36417,275,2025-05-20,313.84
21603,42110,195,2025-02-02,281.93
21604,44243,189,2025-08-18,363.71
21605,24190,21,2024-11-15,57.79
21606,16268,6,2025-08-22,886.53
21607,45418,214,2025-12-08,432.69
21608,19410,285,2024-06-25,632.86
21609,45595,257,2025-06-15,155.66
21610,41998,36,2024-09-13,117.85
21611,3863,79,2024-12-27,397.62
21612,12858,33,2024-06-19,62.08
21613,36186,283,2025-05-31,289.61
21614,47095,108,2024-03-05,58.26
21615,4384,256,2024-11-26,494.5
21616,2472,137,2025-10-21,105.7
21617,35647,269,2024-01-28,422.49
21618,7199,41,2025-08-03,247.97
21619,46900,257,2025-12-25,444.71
21620,45645,175,2025-04-01,1012.47
21621,45019,222,2024-05-11,216.47
21622,30713,238,2024-01-19,171.34
21623,39527,253,2025-03-14,341.84
21624,31379,231,2025-09-26,711.96
21625,1012,90,2024-03-25,1014.47
21626,42469,131,2024-02-06,347.11
21627,22472,52,2024-03-04,306.84
21628,25413,29,2024-06-30,630.88
21629,42328,97,2024-09-14,479.1
21630,42,86,2024-06-15,230.34
21631,30088,201,2024-04-16,312.62
21632,13455,36,2024-11-17,530.34
21633,4039,52,2024-11-01,147.94
21634,48960,73,2024-07-19,226.5
21635,25809,168,2024-08-29,522.6
21636,31735,167,2024-04-03,470.5
21637,40289,295,2024-06-04,178.11
21638,6509,103,2024-09-26,781.79
21639,28701,154,2024-08-12,181.52
21640,40896,120,2025-10-26,341.51
21641,36065,75,2025-08-27,460.58
21642,5298,207,2024-01-23,59.15
21643,26936,60,2024-08-01,285.16
21644,24961,295,2024-09-18,203.12
21645,45042,132,2024-08-09,57.66
21646,2988,17,2025-05-31,724.85
21647,45844,161,2024-03-27,72.02
21648,16297,198,2024-04-18,63.12
21649,13988,295,2024-02-01,331.97
21650,34789,285,2024-06-04,132.68
21651,28812,73,2024-12-30,37.38
21652,16684,188,2024-08-04,326.1
21653,11449,282,2025-09-26,509.2
21654,2708,102,2024-08-31,53.75
21655,27311,43,2024-05-14,458.52
21656,15379,12,2024-12-19,376.13
21657,9579,105,2025-11-03,437.79
21658,8575,117,2025-01-28,402.73
21659,15281,109,2024-09-02,64.85
21660,8477,153,2025-09-28,62.52
21661,40862,9,2024-04-05,142.45
21662,31034,216,2025-01-19,939.48
21663,48953,297,2024-10-25,401.91
21664,20054,200,2025-07-29,165.73
21665,37665,289,2025-08-10,284.01
21666,35216,10,2025-10-29,482.68
21667,47454,69,2024-04-01,445.68
21668,10818,70,2025-03-13,163.32
21669,16567,264,2025-06-30,116.17
21670,28562,44,2024-09-06,161.08
21671,17136,40,2025-04-22,486.33
21672,16410,62,2024-12-02,126.81
21673,8891,198,2024-07-14,231.34
21674,16253,120,2025-05-06,447.94
21675,26874,220,2024-07-16,142.67
21676,39779,194,2025-05-17,334.34
21677,2790,47,2024-09-11,512.41
21678,26975,3,2024-02-20,77.64
21679,5778,178,2024-05-02,581.78
21680,25770,171,2024-06-16,64.86
21681,3803,179,2024-07-11,447.37
21682,33546,105,2024-03-15,90.74
21683,38872,104,2025-12-27,55.28
21684,32894,95,2024-08-20,321.0
21685,12256,196,2024-11-30,201.57
21686,30541,120,2025-06-28,52.43
21687,33237,225,2024-03-11,386.7
21688,17001,101,2025-02-09,151.88
21689,25148,83,2024-08-20,61.91
21690,36760,227,2025-06-12,611.09
21691,7003,228,2025-11-05,231.4
21692,34084,80,2024-02-28,200.38
21693,45098,49,2024-08-22,459.45
21694,39663,91,2024-03-23,460.16
21695,48146,232,2025-10-21,202.56
21696,19015,250,2024-02-04,486.19
21697,31600,48,2025-09-14,485.19
21698,44056,226,2025-08-07,447.24
21699,4857,148,2024-03-23,505.19
21700,33007,33,2025-08-07,274.66
21701,49188,3,2024-08-11,399.33
21702,18345,61,2025-04-23,582.47
21703,4229,161,2024-08-04,629.18
21704,44665,274,2025-10-16,813.8
21705,10423,43,2025-09-01,152.76
21706,19588,48,2025-09-21,342.28
21707,41626,128,2025-08-09,727.21
21708,44778,44,2025-10-08,166.95
21709,22240,169,2024-02-05,481.5
21710,195,243,2025-12-12,261.44
21711,5205,262,2024-01-31,617.39
21712,19946,178,2024-12-23,575.06
21713,11552,10,2025-02-02,401.59
21714,35596,247,2025-06-09,377.38
21715,27985,97,2025-12-06,362.92
21716,14498,238,2024-07-21,109.76
21717,38565,215,2024-05-16,107.77
21718,9603,7,2024-10-19,106.79
21719,14140,86,2024-07-09,420.55
21720,41478,184,2025-09-08,294.58
21721,34058,17,2025-12-17,487.17
21722,6895,240,2025-03-30,223.47
21723,15012,243,2024-06-30,207.24
21724,44103,128,2024-10-29,600.54
21725,49227,113,2024-02-05,142.24
21726,47504,6,2025-02-25,432.88
21727,23968,296,2025-03-24,135.41
21728,44063,253,2024-08-14,325.47
21729,13931,250,2025-09-03,274.0
21730,1619,194,2025-08-07,363.77
21731,48804,296,2024-01-02,540.63
21732,39397,48,2025-01-18,601.58
21733,13091,194,2025-03-27,56.58
21734,14412,212,2025-10-03,529.02
21735,4254,239,2025-01-03,844.93
21736,13154,122,2025-08-19,292.06
21737,24380,282,2024-08-07,278.7
21738,928,268,2024-06-13,456.27
21739,19342,86,2025-08-12,379.99
21740,37150,113,2025-12-15,419.41
21741,1634,62,2025-03-29,584.46
21742,32586,246,2025-06-25,182.96
21743,15089,170,2025-03-30,443.21
21744,10405,145,2024-08-12,451.8
21745,46000,149,2024-10-08,207.85
21746,35467,253,2025-01-10,216.37
21747,27271,192,2024-04-28,242.18
21748,1657,118,2024-12-04,428.46
21749,2706,51,2025-11-05,93.52
21750,22955,93,2024-12-20,75.57
21751,13280,173,2025-05-13,430.25
21752,25556,228,2025-04-07,398.76
21753,34789,267,2025-02-16,98.57
21754,49467,8,2024-10-13,490.88
21755,14073,22,2024-06-14,486.03
21756,23249,182,2025-03-10,45.83
21757,32914,211,2025-06-28,64.18
21758,27659,191,2025-02-04,400.17
21759,8296,189,2024-09-24,254.29
21760,13759,258,2025-03-11,375.23
21761,16556,88,2025-09-08,443.07
21762,34382,258,2024-10-19,176.22
21763,13635,157,2024-12-20,297.06
21764,24723,279,2024-07-31,286.4
21765,26142,194,2024-11-16,232.47
21766,11642,45,2024-02-18,450.82
21767,19664,274,2025-06-30,592.43
21768,7226,259,2025-05-17,954.34
21769,45439,104,2025-10-23,735.57
21770,49998,275,2024-01-24,286.33
21771,28163,248,2025-12-16,477.09
21772,33497,37,2025-12-13,463.48
21773,48811,282,2024-04-22,296.45
21774,26035,180,2025-01-23,269.46
21775,6983,88,2025-07-11,188.11
21776,27304,278,2024-02-16,388.87
21777,21577,24,2025-03-19,195.54
21778,15516,72,2024-05-27,377.42
21779,44943,23,2024-12-29,139.66
21780,10490,278,2025-09-17,542.91
21781,48323,254,2025-09-17,300.38
21782,25603,181,2025-08-06,299.32
21783,29316,123,2024-09-25,436.35
21784,8189,88,2024-12-07,456.96
21785,32743,217,2024-02-21,265.79
21786,36968,264,2024-12-09,50.73
21787,21590,41,2025-06-19,761.83
21788,3805,250,2024-10-09,357.29
21789,19378,205,2024-07-26,129.1
21790,7355,279,2025-08-19,364.18
21791,14929,75,2025-07-20,148.84
21792,27670,32,2025-08-22,332.95
21793,827,212,2025-07-01,233.46
21794,46739,69,2024-07-13,388.36
21795,40355,271,2025-12-09,399.55
21796,42735,81,2025-05-24,129.16
21797,6558,63,2025-05-16,277.67
21798,2801,271,2025-04-21,127.24
21799,24149,290,2024-10-28,2005.07
21800,46404,64,2024-11-26,422.51
21801,33051,247,2025-05-30,260.54
21802,14824,109,2025-11-25,411.95
21803,19049,138,2025-07-22,78.74
21804,46878,90,2024-04-22,301.25
21805,48600,203,2024-06-21,102.2
21806,33044,45,2024-10-07,446.38
21807,47897,120,2025-09-13,338.9
21808,46699,218,2024-11-17,111.24
21809,11302,106,2024-02-10,314.11
21810,11489,36,2024-06-27,543.73
21811,16656,73,2025-04-05,320.81
21812,36490,289,2025-11-13,152.28
21813,6998,137,2025-01-23,90.6
21814,11970,206,2025-03-30,357.17
21815,47004,123,2024-12-12,358.9
21816,13451,123,2024-04-14,144.65
21817,6286,226,2025-04-19,20.42
21818,1110,229,2025-03-30,581.31
21819,2261,23,2025-01-10,387.37
21820,16453,196,2025-10-02,399.22
21821,45918,128,2024-01-05,2296.87
21822,23863,152,2024-12-01,1019.4
21823,29871,186,2025-09-14,92.83
21824,22495,54,2025-01-26,179.27
21825,22618,112,2024-08-19,1586.42
21826,20717,26,2025-03-01,465.41
21827,29043,30,2025-12-18,87.49
21828,48606,80,2024-03-18,233.58
21829,4862,60,2024-01-10,231.29
21830,34630,101,2025-06-23,119.0
21831,14208,74,2025-06-01,388.55
21832,45140,235,2024-05-10,121.0
21833,7706,214,2025-09-03,363.86
21834,10822,10,2024-11-19,332.54
21835,21182,191,2025-12-09,170.37
21836,419,108,2024-04-30,136.0
21837,28839,270,2024-06-17,617.75
21838,33847,27,2024-07-17,406.49
21839,7501,272,2025-03-18,156.41
21840,12861,254,2024-04-10,282.94
21841,42263,239,2024-05-30,193.27
21842,31882,160,2025-04-12,238.79
21843,46305,135,2024-07-12,231.99
21844,36051,119,2025-06-08,48.93
21845,25633,19,2024-04-29,110.22
21846,8959,117,2025-11-22,140.26
21847,15497,221,2025-11-13,832.81
21848,4538,265,2024-08-09,731.0
21849,15439,129,2024-02-24,328.76
21850,42264,152,2024-05-01,393.08
21851,36841,133,2025-08-12,799.42
21852,25198,209,2024-01-14,392.66
21853,4965,46,2024-08-22,44.49
